year,date,time,latitude,longitude,depth,surface_wave_magnitude,abe_magnitude,intensity,max_height,moment_magnitude,available_observations,damage_code,cause,validity,warning_status,region_code,basic_reference,source_region
1511,26 Mar,00:00:00,46.25,13.3,10,6.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,LAGOON OF VENICE
1511,26 Mar,14:30:00,46.25,13.15,N/A,6.1,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,GTC,"Trieste, North Adriatic"
1512,30 Sep,00:00:00,33.0,134.0,N/A,N/A,N/A,1.5,N/A,N/A,0,0,U,2,N/A,JAP,SG1,"Tokushima Pref., Sikoku Is."
1513,30 Nov,00:00:00,-17.2,-72.3,30,8.7,N/A,3.0,N/A,N/A,0,0,E,2,N/A,SAM,SG2,Kalyao
1519,24 Sep,00:00:00,36.3,126.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,JAP,SG1,"Ch'ungch'ong, Korea"
1520,04 Apr,00:00:00,33.6,136.3,N/A,7.0,N/A,N/A,N/A,1.0,1,0,E,4,N/A,JAP,IID,"Kii,Kumanonada, Japan"
1522,22 Oct,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,GTC,Azores
1530,01 Sep,09:00:00,10.7,-64.1,N/A,7.0,N/A,2.0,7.3,N/A,3,M,E,4,N/A,CAR,HECK,"Peninsula de Paria, I. Cubagua"
1531,26 Jan,00:00:00,38.57,-9.0,N/A,7.7,N/A,3.0,N/A,N/A,0,0,E,4,N/A,NEA,AGOS,"Lisbon, Portugal"
1534,30 Nov,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1537,30 Nov,00:00:00,19.2,-100.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,S. MEXICO
1538,26 Sep,00:00:00,40.8,14.2,N/A,N/A,N/A,2.0,N/A,4.0,0,0,E,2,N/A,MED,SO1,N/A
1539,24 Nov,23:00:00,16.0,-87.0,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Cabo de Higueras, Gonduras"
1541,25 Dec,00:00:00,10.8,-64.2,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,2,N/A,CAR,LWO,Venezuela
1543,01 Sep,23:00:00,10.6,-64.1,N/A,7.0,N/A,2.0,1.0,N/A,1,0,E,4,N/A,CAR,LWO,"Cumana, Venezuela"
1546,14 Jan,00:00:00,38.3,25.8,N/A,6.5,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,SO1,N/A
1548,13 Sep,00:00:00,38.0,122.0,N/A,7.5,N/A,N/A,N/A,N/A,0,0,E,1,N/A,JAP,CHTS,"Bo Hai Bay, East China"
1556,21 Oct,00:00:00,37.0,126.3,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,JAP,SG1,"Asan, Ch'ungch'ong, Korea"
1562,25 Jul,00:00:00,33.0,130.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,JAP,SG1,"Kumamoto, Yatsushiro, Japan"
1562,20 Oct,00:00:00,40.5,15.5,N/A,N/A,N/A,2.0,N/A,4.0,0,0,E,3,N/A,MED,SO1,N/A
1562,28 Oct,10:00:00,-38.7,-73.2,N/A,8.0,N/A,3.5,N/A,4.0,1,L,E,4,N/A,SAM,LOC,South Central Chile
1564,20 Jul,18:30:00,44.0,7.3,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,GTC,"Liguria, Cote d'Azur"
1570,30 Nov,00:00:00,36.4,28.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,PAP,Dodecanese Isl.
1570,08 Feb,13:00:00,-36.8,-73.0,N/A,8.8,N/A,3.0,N/A,2.0,1,M,E,4,N/A,SAM,LOC,"Concepcion, Southern Chile"
1571,20 May,00:00:00,38.0,138.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,U,2,N/A,JAP,IID,"Takada, Nigata Pref., Japan"
1571,17 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,PAP,Marmara Sea
1571,01 Nov,00:00:00,55.0,8.0,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,2,N/A,NEA,BR4,Holland
1575,17 Mar,06:00:00,-33.4,-70.6,N/A,7.3,N/A,2.5,N/A,2.0,0,M,E,1,N/A,SAM,LOC,"Santiago, Central Chile"
1575,27 Jul,00:00:00,51.5,0.5,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,2,N/A,NEA,PARC,"The Thames River, England"
1575,16 Dec,19:00:00,-39.5,-73.1,N/A,8.5,N/A,2.5,N/A,2.0,2,M,E,3,N/A,SAM,LOC,"Valdivia, Southern Chile"
1579,16 Mar,00:00:00,8.7,-83.9,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,CAM,MOL,"Cano Is., Costa Rica"
1580,06 Apr,00:00:00,51.0,1.5,33,6.2,N/A,1.0,N/A,N/A,0,0,E,3,N/A,NEA,GTC,"Dover Strait, England"
1582,22 Jan,16:30:00,-16.0,-72.0,30,8.2,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SGN,PERU:  AREQUIPA
1585,11 Jun,00:00:00,38.8,141.5,N/A,N/A,N/A,N/A,N/A,1.0,0,0,U,2,N/A,JAP,IID,"Miyagi, Miyagi Pref., Japan"
1586,18 Jan,14:00:00,35.0,136.8,N/A,8.2,N/A,1.0,N/A,2.0,4,0,E,4,N/A,JAP,IID,"Ise Bay, Japan"
1586,09 Jul,00:30:00,-12.2,-77.7,N/A,8.5,N/A,3.5,26.0,4.0,5,L,E,4,N/A,SAM,LOC,"Off Lima, Peru"
1589,21 Mar,00:00:00,34.8,138.2,N/A,6.7,N/A,N/A,N/A,1.0,3,0,E,4,N/A,JAP,IID,"Suruga and Boso, Japan"
1590,30 Nov,00:00:00,-17.2,-72.9,40,7.7,N/A,1.5,N/A,N/A,0,0,E,2,N/A,SAM,SG2,PERU:  CAMANA
1591,26 Jul,00:00:00,37.4,-25.5,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,NEA,HECK,"Sao Miguel Is., Azores"
1594,30 Nov,00:00:00,40.8,14.4,N/A,N/A,N/A,3.0,N/A,5.0,0,0,E,2,N/A,MED,SO1,N/A
1596,01 Sep,11:00:00,33.3,131.7,N/A,6.9,N/A,N/A,N/A,N/A,0,M,E,0,N/A,JAP,SGN,JAPAN
1596,04 Sep,00:00:00,33.3,131.7,N/A,6.9,N/A,2.0,5.0,2.0,2,M,L,4,N/A,JAP,IID,"Beppu Bay,Kyushu. Japan:UITA"
1597,10 Sep,00:00:00,33.3,131.6,N/A,6.4,N/A,N/A,N/A,1.0,1,S,L,3,N/A,JAP,IID,Beppu Bay. Japan
1597,06 Oct,00:00:00,39.0,121.0,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,1,N/A,JAP,CHTS,"Shandong, East China"
1601,30 Nov,00:00:00,35.5,25.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1602,08 Feb,00:00:00,35.1,140.5,N/A,7.2,N/A,1.0,N/A,1.0,0,0,L,4,N/A,JAP,IID,Off Boso. Japan
1603,30 Nov,00:00:00,34.0,137.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,U,2,N/A,JAP,IID,"Kumanonada, TOKAIDO, Japan"
1604,24 Nov,18:30:00,-18.5,-70.35,N/A,8.4,N/A,3.5,16.0,4.0,4,L,E,4,N/A,SAM,SG2,"Arica, Northern Chile"
1605,31 Jan,10:11:00,34.3,140.4,N/A,7.9,N/A,4.0,30.0,5.0,2,L,E,4,N/A,JAP,SG1,JAPAN:  SHIKOKU
1605,03 Feb,00:00:00,33.0,134.9,N/A,8.1,N/A,3.0,10.0,3.0,7,M,E,4,N/A,JAP,IID,Nankaido. Japan:TOKKAIDO
1605,03 Feb,00:00:01,34.0,137.8,N/A,8.0,N/A,N/A,N/A,3.0,0,M,E,4,N/A,JAP,IID,Enshunada. Japan
1606,23 Jan,00:00:00,32.0,140.0,N/A,6.7,N/A,N/A,N/A,N/A,0,0,V,4,N/A,JAP,IID,"Hachijo Is.-Tokaido, Japan"
1608,01 Jul,00:00:00,0.0,127.0,N/A,N/A,N/A,1.5,N/A,N/A,0,0,U,3,N/A,IND,SG1,"Makian Is., Indonesia"
1609,30 Nov,00:00:00,36.4,28.4,N/A,7.2,N/A,3.0,N/A,5.0,0,0,E,4,N/A,MED,PAP,Dodecanese Isl.
1609,19 Jan,00:00:00,51.5,0.5,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,NEA,BR4,"Thames River, England"
1611,02 Dec,00:00:00,39.0,144.0,N/A,8.0,N/A,4.0,21.0,4.6,3,L,E,4,N/A,JAP,IID,Sanriku. Japan:YEZO
1612,11 Nov,00:00:00,35.5,25.5,N/A,6.7,N/A,3.0,N/A,5.0,0,0,E,4,N/A,MED,GTC,Crete Isl.
1613,25 Aug,00:00:00,38.83,14.7,N/A,5.6,N/A,2.0,N/A,4.0,0,0,E,2,N/A,MED,SO1,N/A
1614,26 Nov,00:00:00,37.5,138.0,N/A,7.7,N/A,1.0,N/A,2.0,1,0,E,4,N/A,JAP,IID,"Off Naoetsu,Niigata Prf..Japan"
1615,05 Jun,00:00:00,44.7,35.3,N/A,7.0,N/A,2.0,N/A,N/A,0,0,E,4,N/A,BLA,NIK1,"Black Sea, Crimea, Feodosia, Sudak"
1615,16 Sep,24:00:00,-18.2,-71.0,N/A,7.9,N/A,1.5,N/A,2.0,1,M,E,4,N/A,SAM,LOC,"Arica, Northern Chile"
1616,28 Jul,00:00:00,-54.8,-64.9,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,SWA,PARC,Straits of Le Maire
1616,09 Sep,00:00:00,38.1,142.0,N/A,7.0,N/A,1.0,N/A,1.0,3,0,E,4,N/A,JAP,IID,Off Miyagi Pref..Japan:SENDAI
1616,06 Dec,00:00:00,39.0,144.5,N/A,7.5,N/A,1.0,N/A,1.0,3,M,E,2,N/A,JAP,IID,Sanriku. Japan
1618,09 Jan,00:00:00,36.5,141.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,E,2,N/A,JAP,IID,"Iinuma, Chosi. Japan"
1619,14 Feb,16:30:00,-7.9,-79.0,40,8.6,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SGN,PERU
1619,01 May,00:00:00,32.5,130.6,N/A,6.4,N/A,N/A,N/A,N/A,1,0,E,4,N/A,JAP,IID,"YATSUSHIRO, JAPAN"
1621,02 May,00:00:00,9.0,-79.5,N/A,6.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,CAM,MOL,"Veraguas, Panama"
1622,05 May,00:00:00,37.6,21.0,N/A,6.6,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1624,19 Mar,00:00:00,44.6,11.8,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1627,30 Jul,11:00:00,41.8,15.2,N/A,6.3,N/A,3.0,N/A,5.0,0,0,E,4,N/A,MED,GTC,Cargano
1627,14 Sep,00:00:00,18.0,121.5,N/A,8.0,N/A,3.5,N/A,N/A,1,0,E,3,N/A,PHI,IID,N.Luzon Is.. Philippines:CAGAY
1629,27 Feb,00:00:00,35.5,25.0,N/A,7.0,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,CRETE
1629,07 Mar,09:00:00,35.5,25.0,70,7.0,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1629,01 Aug,00:00:00,-4.3,129.6,N/A,7.0,N/A,3.0,15.0,4.0,4,L,E,3,N/A,IND,SG1,"BANDA SEA, INDONESIA"
1630,09 Mar,09:00:00,36.0,24.0,N/A,6.8,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,PAP,Kythira Str.
1631,17 Dec,09:00:00,40.8,14.4,N/A,N/A,N/A,2.0,N/A,3.0,0,0,V,4,N/A,MED,GTC,"Campania, Gulf of Naples"
1633,01 Mar,00:00:00,35.12,139.07,N/A,7.1,N/A,1.0,N/A,1.0,1,0,E,4,N/A,JAP,IID,"TOKAIDO, JAPAN"
1633,14 May,00:00:00,-41.8,-74.0,N/A,N/A,N/A,1.5,N/A,N/A,1,S,E,1,N/A,SAM,LOC,SC. CHILE
1633,05 Nov,00:00:00,37.6,21.0,N/A,6.9,N/A,2.0,N/A,3.0,0,0,EL,4,N/A,MED,GTC,"Zante, Ionian Sea"
1636,31 Jul,00:00:00,35.0,129.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,JAP,SG1,"Pusan, Korea"
1636,12 Oct,18:30:00,38.1,20.3,N/A,7.2,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,PAP,Ionian Sea
1638,27 Mar,15:05:00,39.15,16.25,N/A,7.1,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,GTC,Tyrrhenian Calabria
1640,04 Apr,00:00:00,53.0,5.0,N/A,6.5,N/A,1.0,N/A,N/A,0,0,E,2,N/A,NEA,HECK,"NW Europe, Belgium, Netherland"
1640,31 Jul,00:00:00,42.1,140.7,N/A,6.5,N/A,2.0,N/A,3.0,1,M,V,4,N/A,JAP,IID,"Uchiura Bay,SE.Hokkaido. Japan"
1640,16 Sep,00:00:00,23.5,116.5,N/A,5.8,N/A,1.0,N/A,1.0,0,0,E,2,N/A,JAP,SG1,S. CHINA SEA
1641,21 Dec,00:00:00,38.6,-28.1,N/A,N/A,N/A,2.0,N/A,N/A,0,M,U,3,N/A,NEA,AGOS,"Velas, Sao Jorge Is., Azores"
1642,04 Sep,00:00:00,35.2,140.6,N/A,6.7,N/A,N/A,N/A,1.0,0,0,E,4,N/A,JAP,IID,"Boso Pen.,  Japan"
1643,25 Jul,00:00:00,35.0,129.0,N/A,N/A,N/A,1.0,N/A,1.0,0,0,E,2,N/A,JAP,SG1,"Kyongsang, Korea"
1644,18 Oct,00:00:00,39.4,140.1,N/A,6.9,N/A,1.0,N/A,1.0,1,M,E,4,N/A,JAP,IID,"Honjo,Akita. Japan"
1645,30 Nov,12:00:00,14.4,121.0,N/A,8.0,N/A,N/A,N/A,N/A,0,L,E,1,N/A,PHI,SG1,PHILIPPINES:  LUZON:  S BATANG
1645,30 Nov,20:00:00,14.4,121.0,N/A,N/A,N/A,N/A,N/A,N/A,0,L,E,0,N/A,PHI,WWT,"PHILIPPINES:  LUZON:  CENTRAL,"
1646,05 Apr,00:00:00,41.0,29.0,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,PAP,Marmara Sea
1646,05 Apr,20:00:00,43.3,10.05,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,CONSTANTINOPLE
1647,07 May,00:00:00,-14.2,-75.7,N/A,8.5,N/A,2.0,N/A,N/A,0,S,E,3,N/A,SAM,LOC,PERU
1647,13 May,00:00:00,-14.2,-75.7,40,7.9,N/A,N/A,N/A,N/A,0,0,U,0,N/A,SAM,LOC,PERU
1648,29 Feb,00:00:00,15.0,121.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,SG1,Indonesia
1649,31 Dec,00:00:00,38.3,15.7,N/A,N/A,N/A,3.0,N/A,5.0,0,0,E,2,N/A,MED,SO1,N/A
1649,09 Dec,00:00:00,35.5,126.0,N/A,6.5,N/A,1.0,N/A,1.0,1,0,E,2,N/A,JAP,SG1,YELLOW SEA
1650,30 Nov,00:00:00,44.5,32.8,N/A,7.0,N/A,1.0,N/A,N/A,0,0,U,1,N/A,BLA,NIK1,"Azov Sea, Crimea"
1650,29 Sep,15:00:00,36.3,25.3,N/A,6.5,N/A,3.0,N/A,6.0,0,L,V,4,N/A,MED,SO1,South Aegian Sea
1650,13 Dec,00:00:00,36.0,135.7,N/A,N/A,N/A,1.0,N/A,2.0,0,S,U,1,N/A,JAP,IID,Echizen (Fukui). Japan
1652,30 Nov,00:00:00,66.0,-18.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,L,3,N/A,NAT,WWT,"Einarsson, Iceland"
1653,30 Nov,00:00:00,38.7,-27.2,N/A,N/A,N/A,2.0,N/A,N/A,0,M,U,3,N/A,NEA,AGOS,"Azores, Terceira Is."
1653,31 May,00:00:00,12.9,121.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,1,N/A,PHI,SG1,"NE.Mindoro Is., SULU SEA"
1655,13 Nov,19:38:00,-12.0,-77.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SGN,"PERU:  LIMA,CALLAO"
1657,15 Mar,23:30:00,-36.8,-73.0,N/A,8.0,N/A,2.5,N/A,3.0,1,M,E,4,N/A,SAM,LOC,"Concepcion, Southern Chile"
1657,28 Oct,00:00:00,34.5,135.3,N/A,N/A,N/A,2.0,N/A,1.0,0,S,M,1,N/A,JAP,IID,"Choshi, JAPAN"
1657,30 Nov,00:00:00,-3.5,126.7,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,1,N/A,IND,SG1,"Buru Is., Banda Sea, Indonesia"
1659,17 Feb,17:00:00,41.0,27.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,PAP,"Smyrna, Aegian Sea"
1659,11 Nov,00:00:00,-6.9,129.2,N/A,N/A,N/A,N/A,1.5,N/A,1,S,V,2,N/A,IND,SG1,"BANDA SEA, INDONESIA"
1661,08 Jan,00:00:00,23.0,120.0,N/A,6.4,N/A,1.5,N/A,N/A,0,0,E,2,N/A,JAP,SG1,S. CHINA SEA
1661,22 Apr,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,SO1,N/A
1662,20 Oct,00:00:00,31.7,132.0,N/A,N/A,N/A,N/A,N/A,2.0,0,0,E,0,N/A,JAP,IID,"S.Kyushu, Japan"
1662,30 Oct,15:00:00,31.7,132.0,N/A,7.6,N/A,2.5,N/A,2.0,1,M,E,4,N/A,JAP,IID,"Hiuganada, Japan"
1664,30 Nov,00:00:00,27.8,128.2,N/A,N/A,N/A,1.0,N/A,1.0,1,0,V,4,N/A,JAP,IID,"Torishima, Ryukyu. Japan"
1666,31 May,00:00:00,35.0,136.8,N/A,6.4,N/A,1.0,N/A,1.0,3,0,E,3,N/A,JAP,IID,"Chita Penin,Aichi Pref.,Japan"
1667,30 Nov,00:00:00,25.0,125.5,N/A,6.7,N/A,N/A,N/A,1.0,1,0,E,4,N/A,JAP,IID,Miyakojima. Japan
1667,06 Apr,07:00:00,42.6,18.1,N/A,7.2,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,PAP,South Adriatic Sea
1667,30 Nov,00:00:00,38.4,27.1,N/A,6.6,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,ASIA MINOR
1668,10 Jul,00:00:00,38.4,27.1,N/A,6.6,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,PAP,N/A
1668,25 Jul,00:00:00,35.3,118.6,N/A,8.5,N/A,2.0,N/A,2.0,0,0,E,3,N/A,JAP,SG1,"P'yongyang, Korea"
1668,23 Nov,00:00:00,38.6,-28.02,N/A,N/A,N/A,2.0,N/A,N/A,0,M,U,2,N/A,NEA,AGOS,"Calheta, Sao Jorge Is., Azores"
1670,19 Aug,00:00:00,33.0,122.5,N/A,6.7,N/A,1.5,N/A,1.0,3,0,E,2,N/A,JAP,SG1,E. CHINA SEA
1670,31 Aug,00:00:00,34.5,135.2,N/A,N/A,N/A,N/A,N/A,N/A,0,0,M,2,N/A,JAP,SG1,"Osaka Bay, Japan"
1670,17 Dec,00:00:00,35.5,141.0,N/A,6.4,N/A,N/A,N/A,1.0,1,0,E,4,N/A,JAP,IID,Off Boso. Japan
1672,30 Nov,00:00:00,36.5,25.5,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,1,N/A,MED,SO1,CYCLADES
1672,14 Feb,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,3,N/A,MED,PAP,Aegian Sea
1672,31 Mar,00:00:00,39.7,26.0,N/A,6.8,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,PAP,North Aegian Sea
1672,14 Apr,16:15:00,44.1,12.6,N/A,5.7,N/A,1.0,N/A,2.0,0,0,E,4,N/A,MED,GTC,Central Adriatic
1673,20 May,00:00:00,0.8,127.3,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,SG1,"Ternate Is., N. MOLUCCAS"
1673,12 Jul,00:00:00,-4.0,127.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,SG1,"Ambon, BANDA SEA"
1673,12 Aug,00:00:00,0.8,127.3,N/A,N/A,N/A,1.0,N/A,1.0,1,0,E,3,N/A,IND,SG1,"Ternate Isl., Indonesia"
1674,17 Feb,00:00:00,-3.7,127.7,N/A,8.0,N/A,4.0,80.0,6.0,7,L,E,4,N/A,IND,SG1,"Indonesia, Oma"
1674,06 May,00:00:00,-3.4,128.0,N/A,6.0,N/A,N/A,N/A,1.0,0,0,E,3,N/A,IND,SG1,"BANDA SEA, INDONESIA"
1675,29 Feb,00:00:00,13.4,121.1,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,2,N/A,PHI,SG1,SULU SEA
1676,30 Nov,00:00:00,38.73,-27.08,N/A,N/A,N/A,2.0,N/A,N/A,0,M,U,3,N/A,NEA,AGOS,"Baia Praia, Terceira Is., Azor"
1676,31 Oct,00:00:00,39.0,142.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,U,1,N/A,JAP,IID,"Hitachi, Ibaraki, Aomori, Japa"
1676,12 Jul,00:00:00,34.5,132.0,N/A,N/A,N/A,1.5,N/A,N/A,0,0,E,2,N/A,JAP,SGN,"KASHIMA, JAPAN"
1677,13 Apr,13:00:00,40.0,144.0,N/A,8.1,N/A,2.0,6.0,2.5,2,M,E,4,N/A,JAP,IID,Sanriku. Japan
1677,04 Nov,08:10:00,37.0,141.5,N/A,7.4,N/A,3.0,8.0,2.5,17,M,E,4,N/A,JAP,IID,Off SE.Boso Penin.. Japan
1677,07 Dec,11:30:00,14.5,120.5,N/A,N/A,N/A,1.0,N/A,1.0,0,S,E,2,N/A,PHI,SG1,PHILIPPINES:  LUZON:  CENTRAL
1678,17 Jun,00:45:00,-12.5,-77.0,N/A,8.2,N/A,2.5,N/A,2.0,1,0,E,3,N/A,SAM,SG2,PERU:  LIMA
1680,29 Aug,00:00:00,34.0,138.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,M,0,N/A,JAP,IID,"ENSHUNADA, JAPAN"
1680,09 Oct,07:00:00,36.5,-4.4,N/A,7.0,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,GTC,Alboran Sea
1681,10 Feb,00:00:00,35.6,24.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,PAP,Crete Isl
1681,10 Mar,00:00:00,-18.5,-70.3,N/A,7.5,N/A,N/A,N/A,N/A,0,0,E,3,N/A,SAM,SGN,"Arica, Northern Chile"
1681,26 Jun,00:00:00,37.5,129.5,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,2,N/A,JAP,CHTS,"Yijo Sillok, Korea"
1682,31 Jul,00:00:00,40.1,44.3,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,SO1,N/A
1682,19 Oct,00:00:00,-13.5,-76.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,SAM,LOC,PERU
1686,30 Nov,00:00:00,-12.0,-77.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,SAM,LOC,PERU
1687,12 Jul,07:00:00,-32.8,-70.7,N/A,7.3,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,LOC,NC. CHILE
1687,20 Oct,09:30:00,-13.5,-76.5,N/A,8.5,N/A,3.5,2.0,1.0,2,M,E,4,N/A,SAM,LOC,"Off Callao, Lima, Peru"
1688,01 Mar,00:00:00,17.6,-76.7,N/A,N/A,N/A,2.0,N/A,N/A,0,M,E,2,N/A,CAR,BR4,"Port Royal, Jamaica"
1688,10 Jul,11:45:00,38.4,26.9,N/A,7.0,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,"Izmir, Aegian Sea"
1689,30 Nov,00:00:00,39.5,142.0,N/A,N/A,N/A,1.0,N/A,1.0,0,0,U,1,N/A,JAP,IID,"Sanriku coast, Japan"
1690,03 Feb,00:00:00,N/A,N/A,N/A,7.7,N/A,2.0,N/A,3.0,0,0,V,2,N/A,MED,SO1,N/A
1690,05 Apr,00:00:00,17.2,-62.5,N/A,7.0,N/A,1.0,N/A,N/A,0,0,EL,2,N/A,CAR,PARC,"Nevis, Lesser Antilles"
1690,16 Apr,00:00:00,17.5,-61.5,N/A,8.0,N/A,2.0,15.0,N/A,1,0,E,4,N/A,CAR,LWO,"US Virgin I., Charlotte Amalie"
1691,26 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,GTC,Azores
1692,07 Jun,16:43:00,17.8,-76.7,N/A,7.0,N/A,3.0,10.0,N/A,1,L,E,4,N/A,CAR,BR4,"Port Royal, Liganee, Jamaica"
1693,09 Jan,21:00:00,37.35,15.15,N/A,6.0,N/A,N/A,N/A,N/A,0,0,E,0,N/A,MED,GTC,Eastern Sicily
1693,11 Jan,13:00:00,37.4,15.15,N/A,6.8,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,GTC,Eastern Sicily
1693,13 Feb,00:00:00,64.0,-19.7,N/A,N/A,N/A,1.0,N/A,N/A,0,0,V,2,N/A,NAT,BR4,Iceland
1694,19 Jun,00:00:00,40.2,140.1,N/A,7.0,N/A,N/A,N/A,-1.0,0,0,E,4,N/A,JAP,SGN,Noshiro. Japan Sea
1694,08 Sep,17:45:00,40.8,15.6,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1696,25 Jul,00:00:00,36.9,140.9,N/A,N/A,N/A,2.0,N/A,2.0,0,0,M,2,N/A,JAP,IID,"Onahama, Fukushima Pref., Japa"
1696,26 Nov,00:00:00,38.0,141.0,N/A,N/A,N/A,2.0,N/A,1.0,0,0,M,0,N/A,JAP,IID,"Miyagi, Ishinomaki, SANRIKU"
1698,14 May,10:00:00,40.7,14.15,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1698,22 Dec,00:00:00,33.3,131.7,N/A,6.4,N/A,N/A,N/A,N/A,0,0,E,0,N/A,JAP,IID,"Bungo, Ooita. Japan"
1699,31 Dec,00:00:00,37.5,15.0,N/A,7.0,N/A,2.0,N/A,N/A,0,0,E,2,N/A,MED,SO1,Eastern Cicily
1699,29 Feb,00:00:00,33.5,129.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,L,1,N/A,JAP,SG1,"Kyushyu Is., Japan"
1699,08 Sep,00:00:00,34.0,138.0,N/A,N/A,N/A,0.5,N/A,1.0,0,0,M,0,N/A,JAP,IID,"ENSHINADA, JAPAN"
1700,27 Jan,00:00:00,39.3,142.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,JAP,IID,"Otsuchi, Miyagi Pref, Kii Pen,"
1700,27 Jan,06:00:00,45.0,-125.0,N/A,8.5,N/A,4.0,5.4,4.0,6,0,E,4,N/A,A-A,SSTU,Cascadia Subductin Zone
